2026-09-12 15:38:06, SISTEMA, CALCULO_DIFERENCIA_PESO, DIF: -3.8
2026-09-13 08:32:34, RUTINA_3, SUGERENCIA_RUTINA, DEFAULT
2026-09-13 15:42:52, 2, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-13 14:04:46, CLIENTE_7, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-13 11:44:37, SISTEMA, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-13 12:17:20, RUTINA_10, REPORTE_PDF_GENERADO, reporte_10.pdf
2026-09-13 09:18:22, 2, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-13 19:17:24, CLIENTE_9, CALCULO_DIFERENCIA_PESO, DIF: 0.2
2026-09-13 21:01:01, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-13 20:10:10, 2, REPORTE_PDF_GENERADO, reporte_14.pdf
2026-09-13 16:04:55, CLIENTE_4, CALCULO_DIFERENCIA_PESO, DIF: -1.0
2026-09-13 12:55:35, 1, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-13 13:10:36, CLIENTE_7, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-13 15:16:34, RUTINA_3, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-13 20:44:29, CLIENTE_9, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-13 11:38:55, CLIENTE_2, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-13 18:06:51, CLIENTE_7, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-13 21:40:40, [test@example.com](mailto:test@example.com), CREACION_RUTINA, Se creó nueva rutina
2026-09-13 12:55:17, RUTINA_10, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-13 10:36:27, CLIENTE_1, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-13 08:58:18, CLIENTE_7, REPORTE_PDF_GENERADO, reporte_25.pdf
2026-09-13 16:51:43, 448, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-13 13:28:01, 3, CALCULO_DIFERENCIA_PESO, DIF: -4.4
2026-09-13 17:45:49, [test@example.com](mailto:test@example.com), CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-13 19:36:46, RUTINA_10, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-13 20:43:23, CLIENTE_4, CREACION_RUTINA, Se creó nueva rutina
2026-09-13 11:07:35, CLIENTE_6, CREACION_RUTINA, Se creó nueva rutina
2026-09-13 15:39:29, CLIENTE_6, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-13 13:46:52, 3, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-13 17:49:13, RUTINA_2, CALCULO_DIFERENCIA_PESO, DIF: 4.8
2026-09-13 18:05:15, RUTINA_2, CALCULO_DIFERENCIA_PESO, DIF: -3.1
2026-09-13 19:05:30, CLIENTE_6, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-13 20:31:00, CLIENTE_9, CREACION_RUTINA, Se creó nueva rutina
2026-09-13 17:58:14, SISTEMA, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-13 16:50:41, 3, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-13 16:19:50, CLIENTE_1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-13 14:07:14, RUTINA_10, CREACION_EJERCICIO, Se creó nuevo ejercicio
2026-09-13 08:57:32, CLIENTE_7, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-13 10:46:00, CLIENTE_9, CREACION_EJERCICIO, Se creó nuevo ejercicio
2026-09-13 20:14:14, RUTINA_1, REPORTE_PDF_GENERADO, reporte_44.pdf
2026-09-13 13:32:27, CLIENTE_6, CALCULO_DIFERENCIA_PESO, DIF: -0.9
2026-09-13 11:06:29, 448, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-13 12:45:29, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: 4.4
2026-09-13 19:36:03, SISTEMA, CREACION_EJERCICIO, Se creó nuevo ejercicio
2026-09-13 18:46:39, 1, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-14 13:25:34, 448, CALCULO_DIFERENCIA_PESO, DIF: 3.2
2026-09-14 14:40:51, 3, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-14 12:14:08, RUTINA_2, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 14:09:22, SISTEMA, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-14 09:02:31, CLIENTE_4, CREACION_EJERCICIO, Se creó nuevo ejercicio
2026-09-14 12:03:40, CLIENTE_7, CREACION_EJERCICIO, Se creó nuevo ejercicio
2026-09-14 11:56:37, RUTINA_1, CALCULO_DIFERENCIA_PESO, DIF: -1.8
2026-09-14 15:06:49, RUTINA_1, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 16:47:19, [admin@cardio.com](mailto:admin@cardio.com), SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-14 21:48:05, 1, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 10:21:36, [test@example.com](mailto:test@example.com), LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-14 16:13:11, CLIENTE_7, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-14 17:00:50, RUTINA_2, CREACION_RUTINA, Se creó nueva rutina
2026-09-14 16:11:30, SISTEMA, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 10:01:46, RUTINA_1, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 21:31:21, CLIENTE_1, CALCULO_DIFERENCIA_PESO, DIF: -2.1
2026-09-14 12:04:52, RUTINA_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-14 20:51:48, 2, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 18:51:28, [admin@cardio.com](mailto:admin@cardio.com), CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-14 11:29:02, SISTEMA, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-14 18:40:00, RUTINA_1, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-14 21:28:12, 1, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 21:49:39, RUTINA_10, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-14 11:32:15, RUTINA_1, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-14 20:52:47, CLIENTE_6, SUGERENCIA_RUTINA, DEFAULT
2026-09-14 18:51:12, RUTINA_10, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 13:16:51, RUTINA_2, CALCULO_DIFERENCIA_PESO, DIF: 2.6
2026-09-14 08:43:39, [test@example.com](mailto:test@example.com), SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-14 21:12:25, 3, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-14 13:45:34, [admin@cardio.com](mailto:admin@cardio.com), CREACION_RUTINA, Se creó nueva rutina
2026-09-14 15:35:56, 1, CALCULO_DIFERENCIA_PESO, DIF: -4.4
2026-09-14 13:23:36, CLIENTE_7, CREACION_EJERCICIO, Se creó nuevo ejercicio
2026-09-14 18:42:19, 1, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-14 08:24:38, CLIENTE_7, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 11:21:42, CLIENTE_9, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-14 19:17:33, [test@example.com](mailto:test@example.com), CALCULO_DIFERENCIA_PESO, DIF: -1.4
2026-09-14 19:15:48, CLIENTE_9, REPORTE_PDF_GENERADO, reporte_36.pdf
2026-09-14 16:48:59, [admin@cardio.com](mailto:admin@cardio.com), SUGERENCIA_RUTINA, DEFAULT
2026-09-14 15:02:45, 448, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 11:41:00, 3, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-14 20:34:00, 3, CREACION_RUTINA, Se creó nueva rutina
2026-09-14 09:36:46, RUTINA_3, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 17:18:57, RUTINA_3, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 19:52:18, 3, CALCULO_DIFERENCIA_PESO, DIF: 0.2
2026-09-14 13:01:59, RUTINA_10, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 12:51:54, CLIENTE_1, REPORTE_PDF_GENERADO, reporte_45.pdf
2026-09-14 14:31:17, 3, REPORTE_PDF_GENERADO, reporte_46.pdf
2026-09-14 12:22:48, CLIENTE_4, CREACION_RUTINA, Se creó nueva rutina
2026-09-14 17:51:19, CLIENTE_9, CREACION_EJERCICIO, Se creó nuevo ejercicio
2026-09-14 19:50:25, 2, CALCULO_DIFERENCIA_PESO, DIF: 4.2
2026-09-14 13:48:10, 2, CREACION_RUTINA, Se creó nueva rutina
2026-09-14 17:16:22, 448, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 19:59:41, CLIENTE_7, CREACION_EJERCICIO, Se creó nuevo ejercicio
2026-09-14 13:51:43, 3, CALCULO_DIFERENCIA_PESO, DIF: 2.1
2026-09-14 17:35:07, CLIENTE_4, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-14 14:53:30, RUTINA_3, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 17:56:59, CLIENTE_6, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-14 19:02:14, CLIENTE_4, SUGERENCIA_RUTINA, DEFAULT
2026-09-14 21:36:49, RUTINA_3, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 16:31:28, [admin@cardio.com](mailto:admin@cardio.com), LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-14 12:20:36, CLIENTE_6, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 20:43:35, CLIENTE_6, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-14 09:53:25, CLIENTE_7, REPORTE_PDF_GENERADO, reporte_62.pdf
2026-09-14 21:43:05, 2, CREACION_RUTINA, Se creó nueva rutina
2026-09-14 12:14:27, RUTINA_2, SUGERENCIA_RUTINA, DEFAULT
2026-09-14 20:10:57, CLIENTE_6, SUGERENCIA_RUTINA, PERSONALIZADA
2026-09-14 08:55:29, RUTINA_1, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 10:33:09, CLIENTE_2, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-14 13:02:36, RUTINA_10, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 13:18:59, 2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-14 20:04:53, CLIENTE_2, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-14 13:49:19, RUTINA_3, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 14:08:31, 2, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-14 21:49:42, RUTINA_1, CREACION_EJERCICIO, Se creó nuevo ejercicio
2026-09-14 11:57:33, CLIENTE_2, CONSULTA_PROGRESO, Cliente consultó su progreso
2026-09-14 16:37:06, [test@example.com](mailto:test@example.com), REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-14 13:49:47, 3, CALCULO_DIFERENCIA_PESO, DIF: 0.5
2026-09-14 18:43:57, [test@example.com](mailto:test@example.com), REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-14 15:46:23, CLIENTE_2, CALCULO_DIFERENCIA_PESO, DIF: 3.5
2026-09-14 13:56:09, RUTINA_3, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-14 20:02:40, RUTINA_3, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 08:45:48, 448, SUGERENCIA_RUTINA, DEFAULT
2026-09-14 17:28:21, CLIENTE_1, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 17:25:17, RUTINA_3, CREACION_RUTINA, Se creó nueva rutina
2026-09-14 21:45:26, CLIENTE_1, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-14 18:44:22, RUTINA_10, REGISTRO_CLIENTE, Nuevo cliente registrado
2026-09-14 10:52:30, CLIENTE_9, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-14 21:35:45, 3, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 08:59:52, RUTINA_10, REPORTE_PDF_GENERADO, reporte_88.pdf
2026-09-14 09:28:03, RUTINA_3, CALCULO_DIFERENCIA_PESO, DIF: 0.1
2026-09-14 20:41:25, CLIENTE_7, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-14 17:36:50, CLIENTE_1, REGISTRO_ADMINISTRADOR, Nuevo administrador registrado
2026-09-14 21:59:01, 3, CREACION_EJERCICIO, Se creó nuevo ejercicio
2026-09-14 20:19:35, CLIENTE_4, GENERAR_PROGRESO, Se generó reporte de progreso
2026-09-14 19:02:49, CLIENTE_1, LOGIN_EXITOSO, Inicio de sesión exitoso
2026-09-14 17:37:51, 448, SUGERENCIA_RUTINA, SIN_RUTINAS
2026-09-14 14:37:38, RUTINA_2, CONSULTA_IMPACTO, Se consultó impacto de rutina
2026-09-14 12:17:11, 1, REPORTE_PDF_GENERADO, reporte_97.pdf
2026-09-14 19:11:55, 2, SUGERENCIA_RUTINA, PERSONALIZADA
2026-09-14 21:25:26, CLIENTE_6, CALCULO_DIFERENCIA_PESO, DIF: -4.6
